Month,Date,Time,Level,Component,PID,Content,EventTemplate,Regex
Dec,5,11:04:07,combo,kernel,,Out of Memory: Killed process 5591 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,12:35:32,combo,kernel,,Out of Memory: Killed process 5620 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,12:35:58,combo,kernel,,Out of Memory: Killed process 5621 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:15:58,combo,kernel,,Out of Memory: Killed process 5856 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:20:50,combo,kernel,,Out of Memory: Killed process 5876 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:26:53,combo,kernel,,Out of Memory: Killed process 5915 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:27:50,combo,kernel,,Out of Memory: Killed process 5921 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:36:03,combo,kernel,,Out of Memory: Killed process 5942 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:38:36,combo,kernel,,Out of Memory: Killed process 5951 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Dec,5,13:38:57,combo,kernel,,Out of Memory: Killed process 5965 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:50:25,combo,kernel,,Out of Memory: Killed process 6008 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:51:54,combo,kernel,,Out of Memory: Killed process 6031 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,13:58:06,combo,kernel,,Out of Memory: Killed process 6059 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,14:00:25,combo,kernel,,Out of Memory: Killed process 6078 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Dec,5,14:00:59,combo,kernel,,Out of Memory: Killed process 6083 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,14:01:16,combo,kernel,,Out of Memory: Killed process 5846 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Dec,5,15:50:16,combo,kernel,,Out of Memory: Killed process 6279 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,16:25:45,combo,kernel,,Out of Memory: Killed process 6397 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Dec,5,16:30:38,combo,kernel,,Out of Memory: Killed process 6399 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,16:31:08,combo,kernel,,Out of Memory: Killed process 6416 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,16:31:22,combo,kernel,,Out of Memory: Killed process 6417 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,16:38:51,combo,kernel,,Out of Memory: Killed process 6445 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,17:40:22,combo,kernel,,Out of Memory: Killed process 6569 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,18:15:22,combo,kernel,,Out of Memory: Killed process 6638 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,18:26:26,combo,kernel,,Out of Memory: Killed process 6685 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,19:00:22,combo,kernel,,Out of Memory: Killed process 6740 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,21:30:29,combo,kernel,,Out of Memory: Killed process 7008 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,21:55:23,combo,kernel,,Out of Memory: Killed process 7094 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,22:00:35,combo,kernel,,Out of Memory: Killed process 7111 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,5,22:05:35,combo,kernel,,Out of Memory: Killed process 7132 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Dec,6,00:26:37,combo,kernel,,Out of Memory: Killed process 7476 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,00:26:54,combo,kernel,,Out of Memory: Killed process 7478 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,00:27:31,combo,kernel,,Call Trace:, Call  Trace: , Call Trace: 
Dec,6,00:27:36,combo,kernel,,"httpd: page allocation failure. order:0, mode:0x1d2", httpd:  page  allocation  failure.  order:0   mode:<*> , httpd: page allocation failure. order:0  mode:(.*?) 
Dec,6,01:30:25,combo,kernel,,Out of Memory: Killed process 7587 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,01:30:31,combo,kernel,,Out of Memory: Killed process 7588 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,01:35:46,combo,kernel,,Out of Memory: Killed process 7602 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,01:41:07,combo,kernel,,Out of Memory: Killed process 7626 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,01:51:19,combo,kernel,,Out of Memory: Killed process 7639 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Dec,6,01:55:53,combo,kernel,,Out of Memory: Killed process 7648 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,02:05:16,combo,kernel,,Out of Memory: Killed process 7662 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,02:15:44,combo,kernel,,Out of Memory: Killed process 7706 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,02:25:37,combo,kernel,,Out of Memory: Killed process 7733 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,02:30:38,combo,kernel,,Out of Memory: Killed process 7756 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,02:30:46,combo,kernel,,Out of Memory: Killed process 7761 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Dec,6,02:31:41,combo,kernel,,Out of Memory: Killed process 7768 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,03:31:04,combo,kernel,,Out of Memory: Killed process 7898 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,03:31:10,combo,kernel,,Out of Memory: Killed process 7899 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,03:45:15,combo,kernel,,Out of Memory: Killed process 7922 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,04:07:47,combo,su(pam_unix),8319,session opened for user cyrus by (uid=0), session  opened  for  user  cyrus  by   ( uid = <*> )  , session opened for user cyrus by  ( uid = (.*?) ) 
Dec,6,04:45:25,combo,kernel,,Out of Memory: Killed process 8293 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,04:50:55,combo,kernel,,Out of Memory: Killed process 8717 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,04:51:35,combo,kernel,,Out of Memory: Killed process 8770 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,04:57:22,combo,kernel,,Out of Memory: Killed process 8787 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,05:00:29,combo,kernel,,Out of Memory: Killed process 8789 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,05:01:26,combo,kernel,,[<0213f423>] put_user_size+0x29/0x2d,  [ <*> ]   <*>+<*>/<*> , [ (.*?) ]  (.*?)+(.*?)/(.*?) 
Dec,6,05:40:35,combo,kernel,,Out of Memory: Killed process 8952 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Dec,6,05:45:30,combo,kernel,,Out of Memory: Killed process 8958 (python)., out  of  memory:  killed  process  <*>   ( python ) . , out of memory: killed process (.*?)  ( python ) . 
Dec,6,06:16:01,combo,kernel,,Out of Memory: Killed process 9030 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,06:21:15,combo,kernel,,Out of Memory: Killed process 9052 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,06:23:04,combo,kernel,,Out of Memory: Killed process 8874 (sendmail)., out  of  memory:  killed  process  <*>   ( sendmail ) . , out of memory: killed process (.*?)  ( sendmail ) . 
Dec,6,07:36:00,combo,kernel,,Out of Memory: Killed process 9212 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,08:01:33,combo,kernel,,Out of Memory: Killed process 9257 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,09:15:24,combo,kernel,,Out of Memory: Killed process 9372 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,09:25:44,combo,kernel,,Out of Memory: Killed process 9433 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,09:30:27,combo,kernel,,Out of Memory: Killed process 9444 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,09:55:29,combo,kernel,,Out of Memory: Killed process 9503 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,10:00:49,combo,kernel,,Out of Memory: Killed process 9519 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,10:50:20,combo,kernel,,Out of Memory: Killed process 9662 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,11:00:21,combo,kernel,,Out of Memory: Killed process 9681 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,11:05:41,combo,kernel,,Out of Memory: Killed process 9710 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,11:50:35,combo,kernel,,Out of Memory: Killed process 9827 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,11:55:19,combo,kernel,,Out of Memory: Killed process 9839 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,6,12:20:24,combo,privoxy,,privoxy shutdown succeeded, privoxy  shutdown  succeeded , privoxy shutdown succeeded 
Dec,6,12:22:57,combo,kernel,,Linux version 2.6.5-1.358 (bhcompile@bugs.build.redhat.com) (gcc version 3.3.3 20040412 (Red Hat Linux 3.3.3-7)) #1 Sat May 8 09:04:50 EDT 2004, Linux  version  <*>   ( <*> )    ( gcc  version  <*> <*> ( Red  Hat  Linux  <*> )  ) <*> Sat  May <*> <*>  EDT <*> , Linux version (.*?)  ( (.*?) )  ( gcc version (.*?) (.*?) ( Red Hat Linux (.*?) ) ) (.*?) Sat May (.*?) (.*?) EDT (.*?) 
Dec,6,12:22:57,combo,kernel,,BIOS-e820: 00000000ffb00000 - 0000000100000000 (reserved), bios-e820:  <*>  -  <*>   ( reserved )  , bios-e820: (.*?) - (.*?)  ( reserved ) 
Dec,6,12:22:58,combo,kernel,,Using tsc for high-res timesource, Using  tsc  for  high-res  timesource , Using tsc for high-res timesource 
Dec,6,12:22:59,combo,kernel,,PCI: Probing PCI hardware, pci:  probing  pci  <*> , pci: probing pci (.*?) 
Dec,6,12:22:59,combo,kernel,,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0, PCI:  Using  IRQ  router  PIIX/ICH   [ 8086/2410 ]   at  0000:00:1f.0 , PCI: Using IRQ router PIIX/ICH  [ 8086/2410 ]  at 0000:00:1f.0 
Dec,6,12:22:59,combo,kernel,,"Total HugeTLB memory allocated, 0", Total  HugeTLB  memory  allocated <*> , Total HugeTLB memory allocated (.*?) 
Dec,6,12:22:59,combo,kernel,,VFS: Disk quotas dquot_6.5.1, VFS:  Disk  quotas  dquot_6.5.1 , VFS: Disk quotas dquot_6.5.1 
Dec,6,12:22:59,combo,kernel,,isapnp: Scanning for PnP cards..., isapnp:  Scanning  for  PnP  cards... , isapnp: Scanning for PnP cards... 
Dec,6,12:23:00,combo,kernel,,ICH: chipset revision 2, ICH:  chipset  revision <*> , ICH: chipset revision (.*?) 
Dec,6,12:23:01,combo,smartd,,smartd startup succeeded, smartd  startup  succeeded , smartd startup succeeded 
Dec,6,12:23:03,combo,kernel,,RAMDISK: Compressed image found at block 0, RAMDISK:  Compressed  image  found  at  block <*> , RAMDISK: Compressed image found at block (.*?) 
Dec,6,12:23:11,combo,kernel,,PCI: Found IRQ 5 for device 0000:01:0c.0, PCI:  Found  IRQ <*> for  device  0000:01:0c.0 , PCI: Found IRQ (.*?) for device 0000:01:0c.0 
Dec,6,12:23:11,combo,kernel,,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html, 3c59x:  Donald  Becker  and  others.  <*>/network/vortex.html , 3c59x: Donald Becker and others. (.*?)/network/vortex.html 
Dec,6,12:23:12,combo,kernel,,Bluetooth: HCI socket layer initialized, Bluetooth:  HCI  socket  layer  initialized , Bluetooth: HCI socket layer initialized 
Dec,6,12:23:15,combo,cups,,cupsd startup succeeded, cupsd  startup  succeeded , cupsd startup succeeded 
Dec,6,12:23:16,combo,sshd,,succeeded, succeeded , succeeded 
Dec,6,12:23:19,combo,xinetd,2006,Service telnet failed to start and is deactivated., Service  telnet  failed  to  start  and  is  deactivated. , Service telnet failed to start and is deactivated. 
Dec,6,12:23:29,combo,gpm,2072,*** info [startup.c(95)]:,   info   [ startup.c ( <*> )  ] : ,  info  [ startup.c ( (.*?) ) ] : 
Dec,6,12:23:30,combo,su(pam_unix),2081,session closed for user htt, session  closed  for  user  htt , session closed for user htt 
Dec,6,12:23:45,combo,xfs,,xfs startup succeeded, xfs  startup  succeeded , xfs startup succeeded 
Dec,6,12:23:45,combo,anacron,,anacron startup succeeded, anacron  startup  succeeded , anacron startup succeeded 
Dec,6,12:24:19,combo,named,,named startup succeeded, named  startup  succeeded , named startup succeeded 
Dec,6,12:24:28,combo,ntpd,2319,kernel time sync status 0040, kernel  time  sync  status <*> , kernel time sync status (.*?) 
Dec,6,12:24:30,combo,ntpd,2319,"configure: keyword ""authenticate"" unknown, line ignored"," configure:  keyword  ""authenticate""  unknown   line  ignored "," configure: keyword ""authenticate"" unknown  line ignored "
Dec,6,12:24:37,combo,udev,2492,removing device node '/udev/vcsa8'," removing  device  node  ""/<*>"" "," removing device node ""/(.*?)"" "
Dec,6,12:24:40,combo,udev,2757,creating device node '/udev/vcs1'," creating  device  node  ""/<*>"" "," creating device node ""/(.*?)"" "
Dec,7,03:28:16,combo,sshd(pam_unix),4523,check pass; user unknown, check  pass;  user  unknown , check pass; user unknown 
Dec,8,04:07:53,combo,logrotate,,ALERT exited abnormally with [1], ALERT  exited  abnormally  with   [ <*> ]  , ALERT exited abnormally with  [ (.*?) ] 
Dec,8,20:50:41,combo,kernel,,Out of Memory: Killed process 12579 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,8,21:50:37,combo,kernel,,Out of Memory: Killed process 12588 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,8,21:51:11,combo,kernel,,Out of Memory: Killed process 12705 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,8,22:06:36,combo,kernel,,Out of Memory: Killed process 12753 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,8,22:07:18,combo,kernel,,Out of Memory: Killed process 12755 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,8,22:08:01,combo,kernel,,Out of Memory: Killed process 12759 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,9,04:05:05,combo,logrotate,,ALERT exited abnormally with [1], ALERT  exited  abnormally  with   [ <*> ]  , ALERT exited abnormally with  [ (.*?) ] 
Dec,9,04:31:26,combo,kernel,,Out of Memory: Killed process 13152 (httpd)., out  of  memory:  killed  process  <*>   ( httpd ) . , out of memory: killed process (.*?)  ( httpd ) . 
Dec,9,05:41:51,combo,ftpd,15183,connection from 212.192.157.99 () at Fri Dec  9 05:41:51 2005, connection  from  <*>   (  )   at  Fri  Dec <*> <*> <*> , connection from (.*?)  ( )  at Fri Dec (.*?) (.*?) (.*?) 
Dec,9,08:59:40,combo,telnetd,15529,ttloop:  peer died: Invalid or incomplete multibyte or wide character, ttloop:  peer  died:  Invalid  or  incomplete  multibyte  or  wide  character , ttloop: peer died: Invalid or incomplete multibyte or wide character 
Dec,9,09:41:51,combo,login(pam_unix),2419,session opened for user root by LOGIN(uid=0), session  opened  for  user  root  by  LOGIN ( uid = <*> )  , session opened for user root by LOGIN ( uid = (.*?) ) 
Dec,9,09:43:06,combo,kernel,,Kernel logging (proc) stopped., Kernel  logging   ( proc )   stopped. , Kernel logging  ( proc )  stopped. 
Dec,9,09:43:06,combo,kernel,,Kernel log daemon terminating., Kernel  log  daemon  terminating. , Kernel log daemon terminating. 
Dec,9,09:43:13,combo,syslog,,klogd shutdown succeeded, klogd  shutdown  succeeded , klogd shutdown succeeded 
Dec,9,09:43:25,combo,syslog,,syslogd startup succeeded, syslogd  startup  succeeded , syslogd startup succeeded 
Dec,9,09:48:08,combo,init,,open(/dev/pts/0): No such file or directory, open ( /dev/pts/0 ) :  No  such  file  or  directory , open ( /dev/pts/0 ) : No such file or directory 
Dec,9,09:53:26,combo,telnetd,16133,ttloop:  peer died: Invalid or incomplete multibyte or wide character, ttloop:  peer  died:  Invalid  or  incomplete  multibyte  or  wide  character , ttloop: peer died: Invalid or incomplete multibyte or wide character 
Dec,9,09:58:30,combo,telnetd,16148,ttloop:  peer died: Invalid or incomplete multibyte or wide character, ttloop:  peer  died:  Invalid  or  incomplete  multibyte  or  wide  character , ttloop: peer died: Invalid or incomplete multibyte or wide character 
Dec,9,10:14:08,combo,sshd(pam_unix),16224,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host-xe04.kiosk.ws  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Dec,9,11:23:24,combo,telnetd,15579,ttloop:  read: Connection timed out, ttloop:  read:  Connection  timed  out , ttloop: read: Connection timed out 
Dec,9,11:26:55,combo,telnetd,15593,ttloop:  read: Connection timed out, ttloop:  read:  Connection  timed  out , ttloop: read: Connection timed out 
Dec,9,11:35:17,combo,telnetd,15613,ttloop:  read: Connection timed out, ttloop:  read:  Connection  timed  out , ttloop: read: Connection timed out 
Dec,9,11:43:13,combo,telnetd,15633,ttloop:  read: Connection timed out, ttloop:  read:  Connection  timed  out , ttloop: read: Connection timed out 
Dec,9,11:44:37,combo,telnetd,15640,ttloop:  read: Connection timed out, ttloop:  read:  Connection  timed  out , ttloop: read: Connection timed out 
Dec,9,11:48:17,combo,sshd(pam_unix),16349,session closed for user root, session  closed  for  user  root , session closed for user root 
Dec,9,11:52:24,combo,telnetd,15711,ttloop:  read: Connection timed out, ttloop:  read:  Connection  timed  out , ttloop: read: Connection timed out 
Dec,9,12:09:44,combo,telnetd,16150,ttloop:  read: Connection timed out, ttloop:  read:  Connection  timed  out , ttloop: read: Connection timed out 
Dec,12,04:07:34,combo,su(pam_unix),27869,session closed for user news, session  closed  for  user  news , session closed for user news 
Dec,20,04:02:06,combo,su(pam_unix),26455,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Dec,22,04:07:56,combo,su(pam_unix),1367,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Dec,22,04:07:57,combo,su(pam_unix),1367,session closed for user news, session  closed  for  user  news , session closed for user news 
Dec,23,04:02:06,combo,su(pam_unix),3683,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Dec,26,04:02:06,combo,su(pam_unix),15745,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Dec,29,04:07:38,combo,su(pam_unix),29196,session closed for user news, session  closed  for  user  news , session closed for user news 
Jan,1,04:08:17,combo,su(pam_unix),6648,session closed for user news, session  closed  for  user  news , session closed for user news 
Jan,5,04:08:04,combo,su(pam_unix),22008,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Jan,5,04:08:04,combo,su(pam_unix),22008,session closed for user news, session  closed  for  user  news , session closed for user news 
Jan,6,04:07:40,combo,su(pam_unix),24657,session opened for user news by (uid=0), session  opened  for  user  news  by   ( uid = <*> )  , session opened for user news by  ( uid = (.*?) ) 
Jan,6,15:53:55,combo,ftpd,25647,connection from 84.139.180.196 (p548BB4C4.dip0.t-ipconnect.de) at Fri Jan  6 15:53:55 2006, connection  from  <*>   (  )   at  fri  jan  <*>  <*> <*> , connection from (.*?)  ( )  at fri jan (.*?) (.*?) (.*?) 
Jan,6,15:53:55,combo,ftpd,25657,connection from 84.139.180.196 (p548BB4C4.dip0.t-ipconnect.de) at Fri Jan  6 15:53:55 2006, connection  from  <*>   (  )   at  fri  jan  <*>  <*> <*> , connection from (.*?)  ( )  at fri jan (.*?) (.*?) (.*?) 
Jan,6,15:54:04,combo,ftpd,25662,connection from 84.139.180.196 (p548BB4C4.dip0.t-ipconnect.de) at Fri Jan  6 15:54:04 2006, connection  from  <*>   (  )   at  fri  jan  <*>  <*> <*> , connection from (.*?)  ( )  at fri jan (.*?) (.*?) (.*?) 
Jan,7,04:02:32,combo,su(pam_unix),26996,session closed for user cyrus, session  closed  for  user  cyrus , session closed for user cyrus 
Jan,7,15:45:10,combo,sshd(pam_unix),29221,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.71.234.22  user=test, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = test , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = test 
Jan,8,16:24:13,combo,ftpd,2821,connection from 66.98.170.19 (www.zajelgate.net) at Sun Jan  8 16:24:13 2006, connection  from  <*>   ( <*> )   at  Sun  Jan <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Sun Jan (.*?) (.*?) (.*?) 
Jan,8,20:04:00,combo,sshd(pam_unix),3161,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.apcosoft.net  user=root, authentication  failure;  logname =   uid = <*> euid = <*> tty = NODEVssh  ruser =   rhost = <*>  user = root , authentication failure; logname =  uid = (.*?) euid = (.*?) tty = NODEVssh ruser =  rhost = (.*?) user = root 
Jan,9,17:37:01,combo,ftpd,6521,connection from 60.45.101.89 (p15025-ipadfx01yosida.nagano.ocn.ne.jp) at Mon Jan  9 17:37:01 2006, connection  from  <*>   (  )   at  mon  jan  <*>  <*> <*> , connection from (.*?)  ( )  at mon jan (.*?) (.*?) (.*?) 
Jan,9,23:44:50,combo,ftpd,7026,connection from 84.232.2.50 () at Mon Jan  9 23:44:50 2006, connection  from  <*>   (  )   at  mon  jan  <*>  <*> <*> , connection from (.*?)  ( )  at mon jan (.*?) (.*?) (.*?) 
Jan,10,02:01:02,combo,ftpd,7243,connection from 84.184.10.83 (p54B80A53.dip0.t-ipconnect.de) at Tue Jan 10 02:01:02 2006, connection  from  <*>   ( <*> )   at  tue  jan  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at tue jan (.*?) (.*?) (.*?) 
Jan,10,02:01:02,combo,ftpd,7247,connection from 84.184.10.83 (p54B80A53.dip0.t-ipconnect.de) at Tue Jan 10 02:01:02 2006, connection  from  <*>   ( <*> )   at  tue  jan  <*>  <*> <*> , connection from (.*?)  ( (.*?) )  at tue jan (.*?) (.*?) (.*?) 
Jan,11,09:06:57,combo,ftpd,15719,connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Wed Jan 11 09:06:57 2006, connection  from  <*>   ( <*> )   at  Wed  Jan <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Wed Jan (.*?) (.*?) (.*?) 
Jan,11,09:06:57,combo,ftpd,15721,connection from 200.215.8.33 (200-215-8-33.fnsce303.ipd.brasiltelecom.net.br) at Wed Jan 11 09:06:57 2006, connection  from  <*>   ( <*> )   at  Wed  Jan <*> <*> <*> , connection from (.*?)  ( (.*?) )  at Wed Jan (.*?) (.*?) (.*?) 
